ID,e_city_id,s_city_id,NOMBORIGEN,EMP07_1,EMP07_2,EMP07_3,EMP07_4,EMP07_5,EMP07_6,EMP07_7,EMP07_8,EMP07_9,EMP07_10,TOTAL_PERSONAS,s_lon,s_lat,e_lon,e_lat,Region_origen,Region_destino,Flujo_Migratorio
845,10201,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,11,6,3,8,3,5,9,15,8,68,-77.85649173,-6.24773573,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
900,10201,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,1,4,14,1,3,37,2,62,-78.64262591,-6.56002952,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
1669,10307,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,12,4,-,7,6,1,5,9,4,48,-77.85649173,-6.24773573,-78.02343195,-5.94537414,SIERRA,SELVA,SIERRA-SELVA
1837,10312,60417,60417. Dpto. Cajamarca   Prov. Chota   Dist. Tacabamba,-,-,-,-,-,16,-,-,21,1,38,-78.55611135,-6.39870169,-77.8605491,-5.52432941,SIERRA,SELVA,SIERRA-SELVA
2846,10601,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,7,5,2,9,8,14,5,15,1,66,-77.85649173,-6.24773573,-77.43895768,-6.37280618,SIERRA,SELVA,SIERRA-SELVA
3160,10609,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,13,1,2,1,6,1,-,14,1,39,-77.85649173,-6.24773573,-77.3544311,-6.40540732,SIERRA,SELVA,SIERRA-SELVA
3390,10701,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,-,4,10,3,3,19,1,40,-78.64262591,-6.56002952,-78.4399999,-5.83884181,SIERRA,SELVA,SIERRA-SELVA
3409,10701,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,11,2,8,7,3,3,7,5,2,48,-77.85649173,-6.24773573,-78.4399999,-5.83884181,SIERRA,SELVA,SIERRA-SELVA
30271,50407,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,3,23,7,2,9,19,1,4,17,-,85,-74.25197809,-13.13475583,-73.99644832,-12.60382287,SIERRA,SELVA,SIERRA-SELVA
30288,50407,50401,50401. Dpto. Ayacucho   Prov. Huanta   Dist. Huanta,-,54,1,4,10,44,6,8,72,1,200,-74.2114593,-12.9120375,-73.99644832,-12.60382287,SIERRA,SELVA,SIERRA-SELVA
30369,50407,50406,50406. Dpto. Ayacucho   Prov. Huanta   Dist. Santillana,-,-,-,-,-,7,-,-,33,1,41,-74.24200382,-12.6712124,-73.99644832,-12.60382287,SIERRA,SELVA,SIERRA-SELVA
30384,50408,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,-,28,3,3,16,24,4,5,17,4,104,-74.25197809,-13.13475583,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30401,50408,120101,120101. Dpto. Junin   Prov. Huancayo   Dist. Huancayo,-,-,-,-,2,17,-,1,18,1,39,-75.07127978,-11.99332312,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30415,50408,90501,90501. Dpto. Huancavelica   Prov. Churcampa   Dist. Churcampa,-,1,-,-,-,76,-,-,47,4,128,-74.38487986,-12.71049166,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30445,50408,90506,90506. Dpto. Huancavelica   Prov. Churcampa   Dist. Locroja,-,-,-,-,3,10,-,1,16,-,30,-74.45471896,-12.71735261,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30465,50408,50405,50405. Dpto. Ayacucho   Prov. Huanta   Dist. Luricocha,-,5,-,-,1,22,-,-,11,-,39,-74.27443184,-12.86081199,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30484,50408,90705,90705. Dpto. Huancavelica   Prov. Tayacaja   Dist. Colcabamba,-,-,-,-,-,36,-,-,23,1,60,-74.70044589,-12.38509632,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30521,50408,90103,90103. Dpto. Huancavelica   Prov. Huancavelica   Dist. Acoria,-,-,-,-,1,18,-,-,16,1,36,-74.82352823,-12.59957656,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30557,50408,50406,50406. Dpto. Ayacucho   Prov. Huanta   Dist. Santillana,-,1,-,1,-,85,-,-,54,1,142,-74.24200382,-12.6712124,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30568,50408,50401,50401. Dpto. Ayacucho   Prov. Huanta   Dist. Huanta,1,45,1,-,32,136,6,11,128,14,374,-74.2114593,-12.9120375,-74.08254991,-12.44443809,SIERRA,SELVA,SIERRA-SELVA
30838,50503,50501,50501. Dpto. Ayacucho   Prov. La Mar   Dist. San Miguel,-,7,1,1,3,8,-,-,14,-,34,-73.94265019,-13.03606488,-73.89090507,-12.72847686,SIERRA,SELVA,SIERRA-SELVA
30846,50503,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,-,47,12,9,22,20,7,22,16,16,171,-74.25197809,-13.13475583,-73.89090507,-12.72847686,SIERRA,SELVA,SIERRA-SELVA
30857,50503,50401,50401. Dpto. Ayacucho   Prov. Huanta   Dist. Huanta,-,6,1,-,9,9,1,5,10,2,43,-74.2114593,-12.9120375,-73.89090507,-12.72847686,SIERRA,SELVA,SIERRA-SELVA
30910,50503,50508,50508. Dpto. Ayacucho   Prov. La Mar   Dist. Tambo,-,1,-,-,5,15,3,2,13,1,40,-74.02309958,-12.91229551,-73.89090507,-12.72847686,SIERRA,SELVA,SIERRA-SELVA
31026,50507,50508,50508. Dpto. Ayacucho   Prov. La Mar   Dist. Tambo,-,1,-,-,2,21,-,2,30,-,56,-74.02309958,-12.91229551,-73.78934252,-12.76459802,SIERRA,SELVA,SIERRA-SELVA
31027,50507,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,-,34,4,2,20,17,4,6,37,7,131,-74.25197809,-13.13475583,-73.78934252,-12.76459802,SIERRA,SELVA,SIERRA-SELVA
31030,50507,50401,50401. Dpto. Ayacucho   Prov. Huanta   Dist. Huanta,-,9,2,-,9,48,2,4,49,3,126,-74.2114593,-12.9120375,-73.78934252,-12.76459802,SIERRA,SELVA,SIERRA-SELVA
31095,50507,50501,50501. Dpto. Ayacucho   Prov. La Mar   Dist. San Miguel,-,5,-,-,2,23,-,1,39,-,70,-73.94265019,-13.03606488,-73.78934252,-12.76459802,SIERRA,SELVA,SIERRA-SELVA
31139,50507,50403,50403. Dpto. Ayacucho   Prov. Huanta   Dist. Huamanguilla,-,-,-,1,2,12,-,-,24,-,39,-74.15894645,-12.99265488,-73.78934252,-12.76459802,SIERRA,SELVA,SIERRA-SELVA
37250,60607,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,43,3,-,-,1,-,-,4,1,52,-78.83296121,-6.38002946,-79.0916431,-6.19681501,SIERRA,SELVA,SIERRA-SELVA
37437,60612,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,4,5,-,2,9,2,8,10,-,40,-78.83296121,-6.38002946,-78.8427211,-6.25796193,SIERRA,SELVA,SIERRA-SELVA
38062,60801,60613,60613. Dpto. Cajamarca   Prov. Cutervo   Dist. Santo Tomas,-,1,-,2,10,12,4,4,21,2,56,-78.67764662,-6.11859833,-78.85251806,-5.77021239,SIERRA,SELVA,SIERRA-SELVA
38156,60801,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,24,13,11,10,12,5,13,15,2,105,-78.56108812,-7.07751247,-78.85251806,-5.77021239,SIERRA,SELVA,SIERRA-SELVA
38174,60801,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,5,5,2,20,15,19,5,29,7,107,-78.83296121,-6.38002946,-78.85251806,-5.77021239,SIERRA,SELVA,SIERRA-SELVA
38202,60801,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,2,2,1,2,9,1,5,13,1,36,-78.64262591,-6.56002952,-78.85251806,-5.77021239,SIERRA,SELVA,SIERRA-SELVA
38724,60808,140202,140202. Dpto. Lambayeque   Prov. FerreÃ±afe   Dist. CaÃ±aris,-,1,-,1,2,13,-,3,16,-,36,-79.30468893,-6.06021534,-79.1236611,-6.04002002,SIERRA,SELVA,SIERRA-SELVA
39159,60901,200301,200301. Dpto. Piura   Prov. Huancabamba   Dist. Huancabamba,-,3,1,-,1,18,2,2,27,-,54,-79.49747085,-5.19683622,-79.00775629,-5.14042274,SIERRA,SELVA,SIERRA-SELVA
39224,60901,200206,200206. Dpto. Piura   Prov. Ayabaca   Dist. Pacaipampa,-,-,-,-,1,16,-,-,30,-,47,-79.64887243,-4.94646608,-79.00775629,-5.14042274,SIERRA,SELVA,SIERRA-SELVA
39573,60904,200301,200301. Dpto. Piura   Prov. Huancabamba   Dist. Huancabamba,-,1,-,-,-,6,1,-,36,1,45,-79.49747085,-5.19683622,-78.97336761,-5.3898412,SIERRA,SELVA,SIERRA-SELVA
39832,60907,200301,200301. Dpto. Piura   Prov. Huancabamba   Dist. Huancabamba,-,5,1,-,1,35,3,1,38,-,84,-79.49747085,-5.19683622,-79.2154078,-5.32438083,SIERRA,SELVA,SIERRA-SELVA
39888,60907,200308,200308. Dpto. Piura   Prov. Huancabamba   Dist. Sondorillo,-,-,-,-,-,15,1,-,22,-,38,-79.46006159,-5.39788218,-79.2154078,-5.32438083,SIERRA,SELVA,SIERRA-SELVA
47082,80408,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,1,11,3,3,6,-,2,3,4,3,36,-71.9876066,-13.49254085,-72.10508603,-12.79569713,SIERRA,SELVA,SIERRA-SELVA
47086,80408,80404,80404. Dpto. Cusco   Prov. Calca   Dist. Lares,-,1,-,-,1,10,-,-,18,-,30,-72.02603237,-13.08600667,-72.10508603,-12.79569713,SIERRA,SELVA,SIERRA-SELVA
47112,80408,80401,80401. Dpto. Cusco   Prov. Calca   Dist. Calca,1,17,4,1,6,5,1,5,21,2,63,-71.95777705,-13.26872231,-72.10508603,-12.79569713,SIERRA,SELVA,SIERRA-SELVA
48993,80901,80909,80909. Dpto. Cusco   Prov. La Convencion   Dist. Vilcabamba,1,6,1,-,11,7,13,8,29,3,79,-73.05115261,-13.05337383,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49001,80901,80601,80601. Dpto. Cusco   Prov. Canchis   Dist. Sicuani,-,12,-,4,15,1,3,7,8,5,55,-71.10360857,-14.25101723,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49023,80901,81301,81301. Dpto. Cusco   Prov. Urubamba   Dist. Urubamba,-,4,-,-,6,4,3,5,8,1,31,-72.13126781,-13.24494357,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49031,80901,80108,80108. Dpto. Cusco   Prov. Cusco   Dist. Wanchaq,1,40,15,13,12,2,2,3,16,4,108,-71.95120435,-13.53128184,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49039,80901,80105,80105. Dpto. Cusco   Prov. Cusco   Dist. San Sebastian,1,22,6,4,13,1,4,8,7,4,70,-71.92574638,-13.53325367,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49064,80901,80106,80106. Dpto. Cusco   Prov. Cusco   Dist. Santiago,-,21,8,6,22,8,14,28,22,11,140,-71.97854374,-13.57304538,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49073,80901,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,-,51,20,11,36,9,21,11,27,9,195,-71.9876066,-13.49254085,-72.74337297,-12.87681056,SIERRA,SELVA,SIERRA-SELVA
49115,80902,80105,80105. Dpto. Cusco   Prov. Cusco   Dist. San Sebastian,-,8,1,1,4,8,1,-,31,1,55,-71.92574638,-13.53325367,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49164,80902,80108,80108. Dpto. Cusco   Prov. Cusco   Dist. Wanchaq,-,11,5,-,1,10,1,1,13,-,42,-71.95120435,-13.53128184,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49229,80902,30101,30101. Dpto. Apurimac   Prov. Abancay   Dist. Abancay,-,1,-,-,3,7,-,-,19,-,30,-72.87161162,-13.63584151,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49262,80902,81212,81212. Dpto. Cusco   Prov. Quispicanchi   Dist. Quiquijana,-,-,-,-,3,10,-,-,23,-,36,-71.53316917,-13.80561249,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49276,80902,80401,80401. Dpto. Cusco   Prov. Calca   Dist. Calca,-,2,1,-,-,9,1,5,12,-,30,-71.95777705,-13.26872231,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49280,80902,80601,80601. Dpto. Cusco   Prov. Canchis   Dist. Sicuani,-,7,1,-,-,8,-,6,27,1,50,-71.10360857,-14.25101723,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49283,80902,80106,80106. Dpto. Cusco   Prov. Cusco   Dist. Santiago,-,6,2,2,6,13,1,2,37,1,70,-71.97854374,-13.57304538,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49295,80902,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,1,19,3,3,11,59,-,7,61,14,178,-71.9876066,-13.49254085,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49305,80902,81301,81301. Dpto. Cusco   Prov. Urubamba   Dist. Urubamba,-,5,-,-,2,9,1,2,18,-,37,-72.13126781,-13.24494357,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49318,80902,80909,80909. Dpto. Cusco   Prov. La Convencion   Dist. Vilcabamba,-,4,1,-,2,16,1,2,29,-,55,-73.05115261,-13.05337383,-72.98313413,-12.41825308,SIERRA,SELVA,SIERRA-SELVA
49383,80903,80106,80106. Dpto. Cusco   Prov. Cusco   Dist. Santiago,-,2,3,3,3,5,1,5,12,-,34,-71.97854374,-13.57304538,-72.47328571,-13.05095326,SIERRA,SELVA,SIERRA-SELVA
49412,80903,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,-,7,2,1,5,5,3,8,6,2,39,-71.9876066,-13.49254085,-72.47328571,-13.05095326,SIERRA,SELVA,SIERRA-SELVA
49515,80904,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,1,12,2,2,1,4,-,2,5,3,32,-71.9876066,-13.49254085,-72.64382186,-12.93756088,SIERRA,SELVA,SIERRA-SELVA
49609,80906,80404,80404. Dpto. Cusco   Prov. Calca   Dist. Lares,-,-,-,-,1,12,-,-,21,-,34,-72.02603237,-13.08600667,-72.44506999,-12.5071221,SIERRA,SELVA,SIERRA-SELVA
49650,80906,80401,80401. Dpto. Cusco   Prov. Calca   Dist. Calca,-,7,-,-,3,27,1,2,50,2,92,-71.95777705,-13.26872231,-72.44506999,-12.5071221,SIERRA,SELVA,SIERRA-SELVA
49652,80906,80106,80106. Dpto. Cusco   Prov. Cusco   Dist. Santiago,1,4,2,1,4,8,4,4,4,3,35,-71.97854374,-13.57304538,-72.44506999,-12.5071221,SIERRA,SELVA,SIERRA-SELVA
49677,80906,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,-,11,2,2,4,11,-,3,25,1,59,-71.9876066,-13.49254085,-72.44506999,-12.5071221,SIERRA,SELVA,SIERRA-SELVA
49691,80906,80105,80105. Dpto. Cusco   Prov. Cusco   Dist. San Sebastian,2,7,1,3,1,3,2,2,9,2,32,-71.92574638,-13.53325367,-72.44506999,-12.5071221,SIERRA,SELVA,SIERRA-SELVA
49715,80907,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,-,26,10,6,21,16,4,6,61,10,160,-74.25197809,-13.13475583,-73.63822696,-12.61487922,SIERRA,SELVA,SIERRA-SELVA
49738,80907,50401,50401. Dpto. Ayacucho   Prov. Huanta   Dist. Huanta,-,2,1,1,-,12,2,-,21,3,42,-74.2114593,-12.9120375,-73.63822696,-12.61487922,SIERRA,SELVA,SIERRA-SELVA
49790,80907,50501,50501. Dpto. Ayacucho   Prov. La Mar   Dist. San Miguel,-,-,-,-,4,20,-,-,27,1,52,-73.94265019,-13.03606488,-73.63822696,-12.61487922,SIERRA,SELVA,SIERRA-SELVA
49795,80907,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,-,19,1,1,2,5,-,1,7,2,38,-71.9876066,-13.49254085,-73.63822696,-12.61487922,SIERRA,SELVA,SIERRA-SELVA
49796,80907,50508,50508. Dpto. Ayacucho   Prov. La Mar   Dist. Tambo,-,-,1,1,4,19,-,6,18,1,50,-74.02309958,-12.91229551,-73.63822696,-12.61487922,SIERRA,SELVA,SIERRA-SELVA
49871,80908,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,-,6,3,2,7,8,3,2,2,1,34,-71.9876066,-13.49254085,-72.73298161,-13.24438226,SIERRA,SELVA,SIERRA-SELVA
50088,80910,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,1,60,7,6,36,46,9,16,63,10,254,-74.25197809,-13.13475583,-73.81034967,-12.36813918,SIERRA,SELVA,SIERRA-SELVA
50169,80910,50401,50401. Dpto. Ayacucho   Prov. Huanta   Dist. Huanta,-,7,3,-,15,70,4,1,64,8,172,-74.2114593,-12.9120375,-73.81034967,-12.36813918,SIERRA,SELVA,SIERRA-SELVA
50177,80910,50110,50110. Dpto. Ayacucho   Prov. Huamanga   Dist. San Juan Bautista,-,8,2,2,-,5,1,4,12,1,35,-74.21148063,-13.19530335,-73.81034967,-12.36813918,SIERRA,SELVA,SIERRA-SELVA
50224,80910,50508,50508. Dpto. Ayacucho   Prov. La Mar   Dist. Tambo,-,1,1,-,5,36,-,-,34,-,77,-74.02309958,-12.91229551,-73.81034967,-12.36813918,SIERRA,SELVA,SIERRA-SELVA
50297,80910,50501,50501. Dpto. Ayacucho   Prov. La Mar   Dist. San Miguel,-,-,-,1,1,14,-,4,16,-,36,-73.94265019,-13.03606488,-73.81034967,-12.36813918,SIERRA,SELVA,SIERRA-SELVA
50795,81106,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,1,12,6,3,6,6,2,8,9,2,55,-71.9876066,-13.49254085,-71.46351682,-13.04505429,SIERRA,SELVA,SIERRA-SELVA
50801,81106,81101,81101. Dpto. Cusco   Prov. Paucartambo   Dist. Paucartambo,-,3,1,1,2,13,1,1,17,-,39,-71.46406073,-13.30137317,-71.46351682,-13.04505429,SIERRA,SELVA,SIERRA-SELVA
57793,100507,100104,100104. Dpto. Huanuco   Prov. Huanuco   Dist. Churubamba,-,-,-,-,-,14,-,-,20,3,37,-76.26573305,-9.68525552,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
57796,100507,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,20,4,-,11,22,2,5,42,1,107,-76.29667215,-9.89658248,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
57818,100507,100503,100503. Dpto. Huanuco   Prov. Huamalies   Dist. Chavin de Pariarca,-,-,-,-,1,5,-,-,39,1,46,-76.7547061,-9.43755795,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
57824,100507,100504,100504. Dpto. Huanuco   Prov. Huamalies   Dist. Jacas Grande,-,-,-,-,2,13,-,-,47,1,63,-76.6684104,-9.51519575,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
57836,100507,100510,100510. Dpto. Huanuco   Prov. Huamalies   Dist. Singa,-,-,-,-,1,10,-,-,28,5,44,-76.83530453,-9.36260289,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
57865,100507,100511,100511. Dpto. Huanuco   Prov. Huamalies   Dist. Tantamayo,-,-,-,-,-,4,-,-,29,-,33,-76.66994911,-9.37563012,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
57887,100507,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,9,-,1,4,8,1,1,11,1,36,-76.18822047,-9.95023143,-76.38793565,-9.33124436,SIERRA,SELVA,SIERRA-SELVA
58033,100601,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,1,81,32,22,97,34,18,38,111,21,455,-76.29667215,-9.89658248,-76.10410614,-9.19118487,SIERRA,SELVA,SIERRA-SELVA
58119,100601,100109,100109. Dpto. Huanuco   Prov. Huanuco   Dist. Santa Maria Del Valle,-,-,-,-,7,6,-,4,17,-,34,-76.31265765,-9.79339114,-76.10410614,-9.19118487,SIERRA,SELVA,SIERRA-SELVA
58194,100601,100801,100801. Dpto. Huanuco   Prov. Pachitea   Dist. Panao,-,2,1,1,1,12,3,1,24,-,45,-75.89673527,-10.14836804,-76.10410614,-9.19118487,SIERRA,SELVA,SIERRA-SELVA
58237,100601,100103,100103. Dpto. Huanuco   Prov. Huanuco   Dist. Chinchao,-,2,-,1,8,12,5,8,33,-,69,-76.11071466,-9.61537834,-76.10410614,-9.19118487,SIERRA,SELVA,SIERRA-SELVA
58243,100601,120101,120101. Dpto. Junin   Prov. Huancayo   Dist. Huancayo,-,5,4,2,12,-,2,4,12,21,62,-75.07127978,-11.99332312,-76.10410614,-9.19118487,SIERRA,SELVA,SIERRA-SELVA
